5285020180605  6.0 -0.8  5.819999-99.9-99.9-99.9-99.9-9.9 99 7.6100  3.0 -99-99.9-9.9-9.9
5285020180606  9.0  0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 95  2.7 -99-99.9-9.9-9.9
5285020180607  3.7 -1.9  4.819999-99.9-99.9-99.9-99.9-9.9 99 6.7100  1.2 -99-99.9-9.9-9.9
5285020180608  9.0 -0.3  1.519999-99.9-99.9-99.9-99.9-9.9 99 7.5 93  2.7 -99-99.9-9.9-9.9
5285020180609  1.7 -1.1-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.2100  0.3 -99-99.9-9.9-9.9
5285020180610-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020180611  2.3 -2.3  1.519999-99.9-99.9-99.9-99.9-9.9 99 6.0100 -0.4 -99-99.9-9.9-9.9
5285020180612  4.2 -2.5  2.019999-99.9-99.9-99.9-99.9-9.9 99 6.4100  0.4 -99-99.9-9.9-9.9
5285020180613  3.7 -0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 99  0.8 -99-99.9-9.9-9.9
5285020180614  4.3 -0.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 90  0.4 -99-99.9-9.9-9.9
5285020180615  7.1  0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 95  3.0 -99-99.9-9.9-9.9
5285020180616 15.8  3.8  0.009999-99.9-99.9-99.9-99.9-9.9 9911.1 90  8.2 -99-99.9-9.9-9.9
5285020180617 16.8 10.6  0.519999-99.9-99.9-99.9-99.9-9.9 9912.5 90 10.2 -99-99.9-9.9-9.9
5285020180618 14.0  9.2  0.219999-99.9-99.9-99.9-99.9-9.9 9912.9 97 10.7 -99-99.9-9.9-9.9
5285020180619 13.2 -0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.5 97  4.3 -99-99.9-9.9-9.9
5285020180620  9.1 -1.7  4.519999-99.9-99.9-99.9-99.9-9.9 99 7.0 88  1.6 -99-99.9-9.9-9.9
5285020180621  9.5  1.2  1.019999-99.9-99.9-99.9-99.9-9.9 99 7.7 80  3.2 -99-99.9-9.9-9.9
5285020180622  9.3  1.7  0.519999-99.9-99.9-99.9-99.9-9.9 99 8.6100  4.7 -99-99.9-9.9-9.9
5285020180623  5.5 -1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4100  0.5 -99-99.9-9.9-9.9
5285020180624  5.2 -2.9  3.519999-99.9-99.9-99.9-99.9-9.9 99 6.5 95  0.7 -99-99.9-9.9-9.9
5285020180625  6.4  0.7  1.019999-99.9-99.9-99.9-99.9-9.9 99 8.0100  3.7 -99-99.9-9.9-9.9
5285020180626  6.4 -1.0 13.519999-99.9-99.9-99.9-99.9-9.9 99 7.1100  2.0 -99-99.9-9.9-9.9
5285020180627  7.3  0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 92  3.0 -99-99.9-9.9-9.9
5285020180628 13.1  0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 72  2.4 -99-99.9-9.9-9.9
5285020180629  9.9  3.1 39.219999-99.9-99.9-99.9-99.9-9.9 99 8.2 97  4.1 -99-99.9-9.9-9.9
5285020180630-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020180701-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020180702  0.1 -5.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 96 -4.2 -99-99.9-9.9-9.9
5285020180703 -0.9 -9.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.0 94 -6.0 -99-99.9-9.9-9.9
5285020180704  3.2 -5.4  1.519999-99.9-99.9-99.9-99.9-9.9 99 5.7 96 -1.0 -99-99.9-9.9-9.9
5285020180705  5.1 -1.8-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.3100  0.4 -99-99.9-9.9-9.9
5285020180706-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020180719-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020180720  7.3 -3.1  0.819999-99.9-99.9-99.9-99.9-9.9 99 6.3 85  0.2 -99-99.9-9.9-9.9
5285020180721  7.9  1.4  3.219999-99.9-99.9-99.9-99.9-9.9 99 7.7 95  3.2 -99-99.9-9.9-9.9
5285020180722  5.6 -2.2  2.519999-99.9-99.9-99.9-99.9-9.9 99 6.2 97  0.2 -99-99.9-9.9-9.9
5285020180723  7.3 -2.4  0.519999-99.9-99.9-99.9-99.9-9.9 99 6.1 94 -0.1 -99-99.9-9.9-9.9
5285020180724  2.0 -4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5100 -1.5 -99-99.9-9.9-9.9
5285020180725  1.2 -3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4100 -1.8 -99-99.9-9.9-9.9
5285020180726  5.2 -3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.8 98 -0.8 -99-99.9-9.9-9.9
5285020180727  6.7 -3.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.8 93 -0.9 -99-99.9-9.9-9.9
5285020180728  7.7 -2.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 91  1.0 -99-99.9-9.9-9.9
5285020180729 11.6  1.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 84  1.9 -99-99.9-9.9-9.9
5285020180730  9.8 -2.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.8 78 -0.9 -99-99.9-9.9-9.9
5285020180731  8.3 -3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 85 -0.9 -99-99.9-9.9-9.9
5285020180801  8.3 -3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 89 -0.3 -99-99.9-9.9-9.9
5285020180802  5.8 -4.6  0.219999-99.9-99.9-99.9-99.9-9.9 99 5.8 88 -1.0 -99-99.9-9.9-9.9
5285020180803 13.2  1.1-99.999999-99.9-99.9-99.9-99.9-9.9 99 7.1 68  2.1 -99-99.9-9.9-9.9
5285020180804-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020180805 11.9  3.6 36.019999-99.9-99.9-99.9-99.9-9.9 9910.0 99  6.9 -99-99.9-9.9-9.9
5285020180806  7.8  3.8 30.819999-99.9-99.9-99.9-99.9-9.9 99 8.6100  4.8 -99-99.9-9.9-9.9
5285020180807 10.1  0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 89  3.0 -99-99.9-9.9-9.9
5285020180808  8.8 -2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 88  1.1 -99-99.9-9.9-9.9
5285020180809 10.7 -0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 90  3.2 -99-99.9-9.9-9.9
5285020180810 13.7  4.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.9 85  5.3 -99-99.9-9.9-9.9
5285020180811 14.6  1.5  3.019999-99.9-99.9-99.9-99.9-9.9 99 8.2 86  4.1 -99-99.9-9.9-9.9
5285020180812 11.0  2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 98  5.6 -99-99.9-9.9-9.9
5285020180813 10.8  2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 86  3.2 -99-99.9-9.9-9.9
5285020180814 11.5 -0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 83  1.4 -99-99.9-9.9-9.9
5285020180815 11.2 -1.5  0.219999-99.9-99.9-99.9-99.9-9.9 99 7.0 87  1.7 -99-99.9-9.9-9.9
5285020180816 11.1  0.3  1.019999-99.9-99.9-99.9-99.9-9.9 99 8.7 96  4.7 -99-99.9-9.9-9.9
5285020180817 14.3  4.3  2.819999-99.9-99.9-99.9-99.9-9.9 99 9.1 84  5.5 -99-99.9-9.9-9.9
5285020180818 10.3 -1.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 77 -0.4 -99-99.9-9.9-9.9
5285020180819  9.7 -3.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 82 -1.6 -99-99.9-9.9-9.9
5285020180820 12.1 -4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 74 -1.7 -99-99.9-9.9-9.9
5285020180821 13.6 -2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 82  1.2 -99-99.9-9.9-9.9
5285020180822 11.3  0.9 10.219999-99.9-99.9-99.9-99.9-9.9 99 8.0100  3.6 -99-99.9-9.9-9.9
5285020180823  8.1  1.8  0.519999-99.9-99.9-99.9-99.9-9.9 99 7.6 93  2.9 -99-99.9-9.9-9.9
5285020180824  8.9 -2.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 81  0.4 -99-99.9-9.9-9.9
5285020180825 12.6 -0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 91  4.7 -99-99.9-9.9-9.9
5285020180826 15.5  5.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.0 90  6.9 -99-99.9-9.9-9.9
5285020180827 10.5  5.3  6.219999-99.9-99.9-99.9-99.9-9.9 9910.8100  8.0 -99-99.9-9.9-9.9
5285020180828 12.6  6.1-99.999999-99.9-99.9-99.9-99.9-9.9 99 9.0 75  5.4 -99-99.9-9.9-9.9
5285020180829-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 94  4.3 -99-99.9-9.9-9.9
5285020180830 12.3 -1.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 80  0.3 -99-99.9-9.9-9.9
5285020180831 11.3 -2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 71  0.0 -99-99.9-9.9-9.9
5285020180901 15.0 -1.3  9.219999-99.9-99.9-99.9-99.9-9.9 99 6.9 64  1.5 -99-99.9-9.9-9.9
5285020180902 12.5  3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 85  4.3 -99-99.9-9.9-9.9
5285020180903 11.3 -1.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 83  2.8 -99-99.9-9.9-9.9
5285020180904 17.0  7.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 78  6.0 -99-99.9-9.9-9.9
5285020180905 12.8  1.3  1.219999-99.9-99.9-99.9-99.9-9.9 99 8.2 72  3.9 -99-99.9-9.9-9.9
5285020180906 10.0  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 83  2.7 -99-99.9-9.9-9.9
5285020180907 11.6 -1.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 85  1.5 -99-99.9-9.9-9.9
5285020180908 14.7 -2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 81  0.7 -99-99.9-9.9-9.9
5285020180909 16.3 -2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 76  0.9 -99-99.9-9.9-9.9
5285020180910 16.7  0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 79  3.9 -99-99.9-9.9-9.9
5285020180911 17.4  4.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 70  2.8 -99-99.9-9.9-9.9
5285020180912 13.7 -0.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 73  1.2 -99-99.9-9.9-9.9
5285020180913 18.5  0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 74  2.4 -99-99.9-9.9-9.9
5285020180914 19.0  0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 69  3.4 -99-99.9-9.9-9.9
5285020180915 18.8  1.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 75  4.8 -99-99.9-9.9-9.9
5285020180916 14.6  6.6  5.219999-99.9-99.9-99.9-99.9-9.9 9910.5 98  7.6 -99-99.9-9.9-9.9
5285020180917 15.3  6.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 83  6.0 -99-99.9-9.9-9.9
5285020180918-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99 9.1 87  5.6 -99-99.9-9.9-9.9
5285020180919 12.2  3.3  2.519999-99.9-99.9-99.9-99.9-9.9 99 8.4 82  4.4 -99-99.9-9.9-9.9
5285020180920 17.4  4.4  8.819999-99.9-99.9-99.9-99.9-9.9 99 9.5 84  6.1 -99-99.9-9.9-9.9
5285020180921  8.9  4.1 47.819999-99.9-99.9-99.9-99.9-9.9 99 9.3100  5.9 -99-99.9-9.9-9.9
5285020180922 14.5  3.4 12.819999-99.9-99.9-99.9-99.9-9.9 99 9.5 95  6.2 -99-99.9-9.9-9.9
5285020180923 11.7  3.6  1.219999-99.9-99.9-99.9-99.9-9.9 99 8.7 88  5.0 -99-99.9-9.9-9.9
5285020180924 15.5  0.1  0.519999-99.9-99.9-99.9-99.9-9.9 99 7.3 67  2.4 -99-99.9-9.9-9.9
5285020180925 13.5  1.7  0.219999-99.9-99.9-99.9-99.9-9.9 99 7.4 78  2.5 -99-99.9-9.9-9.9
5285020180926 13.5 -1.6  2.219999-99.9-99.9-99.9-99.9-9.9 99 7.4 79  2.4 -99-99.9-9.9-9.9
5285020180927 10.8  5.1  5.019999-99.9-99.9-99.9-99.9-9.9 9910.0100  6.9 -99-99.9-9.9-9.9
5285020180928 11.9  5.9  7.819999-99.9-99.9-99.9-99.9-9.9 9910.3 99  7.4 -99-99.9-9.9-9.9
5285020180929 13.9  2.9  4.219999-99.9-99.9-99.9-99.9-9.9 99 8.0 84  3.7 -99-99.9-9.9-9.9
5285020180930  6.6 -0.3  6.019999-99.9-99.9-99.9-99.9-9.9 99 6.5 96  0.8 -99-99.9-9.9-9.9
5285020181001  8.2 -0.7  3.019999-99.9-99.9-99.9-99.9-9.9 99 7.1 88  2.0 -99-99.9-9.9-9.9
5285020181002 13.7  0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 78  1.4 -99-99.9-9.9-9.9
5285020181003 16.4 -1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 72  1.1 -99-99.9-9.9-9.9
5285020181004 20.9 -1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 72  2.0 -99-99.9-9.9-9.9
5285020181005 23.7  0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 65  3.1 -99-99.9-9.9-9.9
5285020181006 18.4  3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 62  5.0 -99-99.9-9.9-9.9
5285020181007 12.4  7.0  7.219999-99.9-99.9-99.9-99.9-9.9 9910.2 88  7.3 -99-99.9-9.9-9.9
5285020181008 13.5  2.8  7.519999-99.9-99.9-99.9-99.9-9.9 99 8.4 82  4.2 -99-99.9-9.9-9.9
5285020181009 12.6  1.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 75  1.5 -99-99.9-9.9-9.9
5285020181010 16.3 -2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 72  0.2 -99-99.9-9.9-9.9
5285020181011 19.8 -1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 59  0.9 -99-99.9-9.9-9.9
5285020181012 17.5 -0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 59  1.7 -99-99.9-9.9-9.9
5285020181013 18.6 -0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 62  3.0 -99-99.9-9.9-9.9
5285020181014 18.9  7.3  1.519999-99.9-99.9-99.9-99.9-9.9 9910.0 71  7.0 -99-99.9-9.9-9.9
5285020181015 17.1  7.6  7.219999-99.9-99.9-99.9-99.9-9.9 99 9.5 71  6.1 -99-99.9-9.9-9.9
5285020181016  8.4  3.9 29.819999-99.9-99.9-99.9-99.9-9.9 99 8.8 99  5.2 -99-99.9-9.9-9.9
5285020181017 16.0  3.1  0.519999-99.9-99.9-99.9-99.9-9.9 99 9.5 90  6.1 -99-99.9-9.9-9.9
5285020181018 13.8  2.7  1.219999-99.9-99.9-99.9-99.9-9.9 99 9.4 93  6.0 -99-99.9-9.9-9.9
5285020181019 18.4  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 71  6.2 -99-99.9-9.9-9.9
5285020181020 19.1  4.2  2.519999-99.9-99.9-99.9-99.9-9.9 99 8.6 75  4.7 -99-99.9-9.9-9.9
5285020181021 12.5  4.1  1.819999-99.9-99.9-99.9-99.9-9.9 99 9.4 97  6.1 -99-99.9-9.9-9.9
5285020181022 19.1  1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 71  3.3 -99-99.9-9.9-9.9
5285020181023 21.1  0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 58  4.1 -99-99.9-9.9-9.9
5285020181024 21.1  6.3  0.009999-99.9-99.9-99.9-99.9-9.9 9910.0 68  7.0 -99-99.9-9.9-9.9
5285020181025 22.2  2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.7 65  6.4 -99-99.9-9.9-9.9
5285020181026 20.2  8.2  0.819999-99.9-99.9-99.9-99.9-9.9 9911.3 74  8.7 -99-99.9-9.9-9.9
5285020181027 20.9  9.9  0.009999-99.9-99.9-99.9-99.9-9.9 9913.3 81 11.2 -99-99.9-9.9-9.9
5285020181028 21.9 11.4  2.019999-99.9-99.9-99.9-99.9-9.9 9914.7 95 12.7 -99-99.9-9.9-9.9
5285020181029 20.3  8.3  0.519999-99.9-99.9-99.9-99.9-9.9 9912.8 79 10.6 -99-99.9-9.9-9.9
5285020181030 19.4  8.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 58  4.8 -99-99.9-9.9-9.9
5285020181031 21.4 -0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 57  2.8 -99-99.9-9.9-9.9
5285020181101 18.0  4.6  3.019999-99.9-99.9-99.9-99.9-9.9 9910.1 74  7.1 -99-99.9-9.9-9.9
5285020181102 16.7  6.7  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 83  8.2 -99-99.9-9.9-9.9
5285020181103 17.4  4.9 14.019999-99.9-99.9-99.9-99.9-9.9 99 9.4 61  6.0 -99-99.9-9.9-9.9
5285020181104 13.1  5.9 18.519999-99.9-99.9-99.9-99.9-9.9 9910.4100  7.4 -99-99.9-9.9-9.9
5285020181105 12.6  1.8  2.819999-99.9-99.9-99.9-99.9-9.9 99 8.9 97  5.2 -99-99.9-9.9-9.9
5285020181106 21.0 -1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 75  2.9 -99-99.9-9.9-9.9
5285020181107 29.5  1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 59  4.4 -99-99.9-9.9-9.9
5285020181108 22.4  6.3  9.519999-99.9-99.9-99.9-99.9-9.9 9911.0 84  8.1 -99-99.9-9.9-9.9
5285020181109 16.1 10.8  7.219999-99.9-99.9-99.9-99.9-9.9 9914.3100 12.2 -99-99.9-9.9-9.9
5285020181110 20.5  6.2  1.519999-99.9-99.9-99.9-99.9-9.9 9911.6 81  9.1 -99-99.9-9.9-9.9
5285020181111 23.6  3.8  5.219999-99.9-99.9-99.9-99.9-9.9 9911.1 79  8.3 -99-99.9-9.9-9.9
5285020181112-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 9910.2 71  7.2 -99-99.9-9.9-9.9
5285020181113 23.1  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 9910.0 61  6.9 -99-99.9-9.9-9.9
5285020181114 22.0  8.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.7 59  6.4 -99-99.9-9.9-9.9
5285020181115 18.5  0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 51  1.4 -99-99.9-9.9-9.9
5285020181116 19.9  0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 58  2.8 -99-99.9-9.9-9.9
5285020181117 19.0  5.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.9 62  5.2 -99-99.9-9.9-9.9
5285020181118 19.0  7.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.8 56  6.6 -99-99.9-9.9-9.9
5285020181119 19.2 10.8  0.009999-99.9-99.9-99.9-99.9-9.9 9910.7 58  7.9 -99-99.9-9.9-9.9
5285020181120 23.9  8.9  1.019999-99.9-99.9-99.9-99.9-9.9 9910.7 50  7.9 -99-99.9-9.9-9.9
5285020181121 15.3  8.1  1.819999-99.9-99.9-99.9-99.9-9.9 9913.4 99 11.1 -99-99.9-9.9-9.9
5285020181122 19.2  1.1  1.519999-99.9-99.9-99.9-99.9-9.9 99 7.7 70  3.1 -99-99.9-9.9-9.9
5285020181123 22.1  0.9  0.519999-99.9-99.9-99.9-99.9-9.9 99 7.9 59  3.5 -99-99.9-9.9-9.9
5285020181124 22.9  2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 52  4.3 -99-99.9-9.9-9.9
5285020181125 25.1  2.5  0.219999-99.9-99.9-99.9-99.9-9.9 99 8.6 52  4.7 -99-99.9-9.9-9.9
5285020181126 26.8  3.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 46  5.2 -99-99.9-9.9-9.9
5285020181127 28.7  4.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.1 50  7.0 -99-99.9-9.9-9.9
5285020181128 27.8  8.1  0.009999-99.9-99.9-99.9-99.9-9.9 9910.4 50  7.5 -99-99.9-9.9-9.9
5285020181129 22.2  7.2  0.009999-99.9-99.9-99.9-99.9-9.9 9911.4 63  8.9 -99-99.9-9.9-9.9
5285020181130 21.9  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 48  4.1 -99-99.9-9.9-9.9
5285020181201 26.1  2.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 52  3.7 -99-99.9-9.9-9.9
5285020181202 29.6  4.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 44  4.7 -99-99.9-9.9-9.9
5285020181203 30.6  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 39  4.8 -99-99.9-9.9-9.9
5285020181204 30.2  7.6  4.819999-99.9-99.9-99.9-99.9-9.9 9911.2 45  8.4 -99-99.9-9.9-9.9
5285020181205 23.0 10.8  0.009999-99.9-99.9-99.9-99.9-9.9 9912.8 75 10.5 -99-99.9-9.9-9.9
5285020181206 29.7  6.3  0.009999-99.9-99.9-99.9-99.9-9.9 9911.6 55  8.9 -99-99.9-9.9-9.9
5285020181207 35.3 10.1  0.009999-99.9-99.9-99.9-99.9-9.9 9912.9 46 10.7 -99-99.9-9.9-9.9
5285020181208 26.0 12.9  0.219999-99.9-99.9-99.9-99.9-9.9 9913.0 62 10.8 -99-99.9-9.9-9.9
5285020181209 23.2 10.1  0.009999-99.9-99.9-99.9-99.9-9.9 9912.1 65  9.8 -99-99.9-9.9-9.9
5285020181210 21.5 13.1  0.519999-99.9-99.9-99.9-99.9-9.9 9911.9 69  9.4 -99-99.9-9.9-9.9
5285020181211 20.1  6.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.8 58  6.7 -99-99.9-9.9-9.9
5285020181212 23.9  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 56  5.8 -99-99.9-9.9-9.9
5285020181213 20.0  5.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.8 62  6.7 -99-99.9-9.9-9.9
5285020181214 19.8  6.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 57  4.8 -99-99.9-9.9-9.9
5285020181215 21.4  3.3-99.999999-99.9-99.9-99.9-99.9-9.9 9910.0 59  6.8 -99-99.9-9.9-9.9
5285020181216-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.8 59  6.2 -99-99.9-9.9-9.9
5285020181217 27.4  1.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 45  3.8 -99-99.9-9.9-9.9
5285020181218 30.7  5.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 42  5.6 -99-99.9-9.9-9.9
5285020181219 21.4  9.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9 76-99.9 -99-99.9-9.9-9.9
5285020181220 29.2  8.3  0.009999-99.9-99.9-99.9-99.9-9.9 9911.9 60  9.5 -99-99.9-9.9-9.9
5285020181221 29.5  7.9-99.999999-99.9-99.9-99.9-99.9-9.9 9911.5 52  9.0 -99-99.9-9.9-9.9
5285020181222-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020181223 29.3  6.9  0.009999-99.9-99.9-99.9-99.9-9.9 9910.1 47  7.1 -99-99.9-9.9-9.9
5285020181224 30.4  8.2  0.009999-99.9-99.9-99.9-99.9-9.9 9910.6 45  7.8 -99-99.9-9.9-9.9
5285020181225 28.2  8.9  0.009999-99.9-99.9-99.9-99.9-9.9 9912.3 57 10.0 -99-99.9-9.9-9.9
5285020181226 28.8 10.0  0.819999-99.9-99.9-99.9-99.9-9.9 9912.8 69 10.5 -99-99.9-9.9-9.9
5285020181227 25.1  7.7-99.999999-99.9-99.9-99.9-99.9-9.9 9910.4 54  7.4 -99-99.9-9.9-9.9
5285020181228 16.5  5.1-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9 26-99.9 -99-99.9-9.9-9.9
5285020181229-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020181230-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020181231-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020190101-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020190102-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020190103 26.1 15.8-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9 30-99.9 -99-99.9-9.9-9.9
5285020190104-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020190105 30.5  7.9  0.009999-99.9-99.9-99.9-99.9-9.9 9910.0 48  6.8 -99-99.9-9.9-9.9
5285020190106 23.6  8.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 56  5.5 -99-99.9-9.9-9.9
5285020190107 22.1  9.6  4.519999-99.9-99.9-99.9-99.9-9.9 99 9.1 66  5.4 -99-99.9-9.9-9.9
5285020190108 14.9  3.7 10.219999-99.9-99.9-99.9-99.9-9.9 99 9.0 82  5.3 -99-99.9-9.9-9.9
5285020190109 17.6  3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 73  4.3 -99-99.9-9.9-9.9
5285020190110 24.2  0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.2 56  2.2 -99-99.9-9.9-9.9
5285020190111 21.8  3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.5 53  4.6 -99-99.9-9.9-9.9
5285020190112 23.6  9.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.4 55  7.4 -99-99.9-9.9-9.9
5285020190113 30.1  4.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 49  5.6 -99-99.9-9.9-9.9
5285020190114 33.0  6.9-99.999999-99.9-99.9-99.9-99.9-9.9 99 9.7 54  6.4 -99-99.9-9.9-9.9
